Scene,Figure,Ground,horizontal_distance_normalized,ground_lightsource,ground_container,support,location_control_x,location_control_z,ground_verticality,figure_volume,ground_volume,size_ratio,shortest_distance,shortest_distance_normalized,contact_proportion,above_proportion,below_proportion,bbox_overlap_proportion,horizontal_projection_overlap_proportion,location_control_-x,location_control_-z,horizontal_distance,f_covers_g,g_covers_f
compsvi14,table,bowl,0.007618651,0,1,0,0.00047262,0.0006495104,0,1.485039,0.00378954,391.8784,0.04408098,0.001369708,0,0,0.8066038,2.531455E-05,1,0.001536432,0.001363599,0.1066611,1,0.02215592
compsvi14,table,ball,0.007669889,0,0,0,0.0007812004,0.002819428,0,1.485039,0.00166777,890.4341,0.08762909,0.006259221,0,0,0.5613208,3.471498E-05,1,0.0009431341,0.03184885,0.1073784,1,0.007048403
compsvi14,table,table,0,0,0,0,1,1,0,1.485039,1.485039,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi14,table,pencil,0.008678374,0,0,0,0.000131258,0.0002176789,0,1.485039,0.0009013404,1647.59,0.1364445,0.009746036,0,0,1,0,1,0.0001570303,0.0001587806,0.1214972,1,0.02507074
compsvi14,pencil,bowl,0.003899473,0,1,1,1,0.05178369,0,0.0009013404,0.00378954,0.2378496,0,0,0.1515152,0.7424242,0,0.08685314,0.6090772,1,1,0.05459262,0.6217138,0.549188
compsvi14,pencil,ball,0.00397441,0,0,0.0002047879,0.04669175,0.2300141,0,0.0009013404,0.00166777,0.5404465,0.05306659,0.003790471,0,0,0,0.2161106,0.7690325,0.04836088,0.1878542,0.05564174,0.7690325,0.2161106
compsvi14,pencil,table,0.008678374,0,0,0.999804,0.7812451,1,0,0.0009013404,1.485039,0.0006069473,0.09030789,0.006450534,0,1,0,0,0.023847,0.8852729,1,0.1214972,0.02445689,1
compsvi14,pencil,pencil,0,0,0,0,1,1,0,0.0009013404,0.0009013404,1,0,0,0.2878788,0,0,1,1,1,1,0,1,1
compsvi14a,bowl,bowl,0,0,1,0,1,1,0,0.003894438,0.003894438,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi14a,bowl,cube,0.00109798,0,0,0,0.006837822,0.02472234,0,0.003894438,0.000830262,4.690613,0.004303715,0.0003074082,0.01350338,0,0.5141285,0.1066483,1,0.006509268,0.04097861,0.01537172,1,0.1937521
compsvi14a,bowl,table,0.006926082,0,0,0.9983789,1,0.4785514,0,0.003894438,1.485422,0.002621771,9.715569E-06,6.599094E-07,0.09164792,1,0,0.0008749891,0.02214725,0.8789974,1,0.09696515,0.02331634,1
compsvi14a,bowl,pear,0.0031846,0,0,0,0.002716481,0.002160387,0,0.003894438,0.003324297,1.171507,0,0,0.07739435,0,0.6594148,0.1826014,0.7037861,0.003671176,0.01962732,0.0445844,0.7633495,0.4441203
compsvi14a,cube,bowl,0.00109798,0,1,1,1,1,0,0.000830262,0.003894438,0.2131917,0,0,0.375,0.5,0,0.5002459,0.1640228,0.06799997,0.7827711,0.01537172,0.1937521,1
compsvi14a,cube,cube,0,0,0,0,1,1,0,0.000830262,0.000830262,1,0,0,1,0.125,0.125,1,1,1,1,0,1,1
compsvi14a,cube,table,0.007628981,0,0,1,1,0.8368355,0,0.000830262,1.485422,0.0005589399,0.04132503,0.002951758,0,1,0,0,0.004413597,0.5565183,1,0.1068057,0.004465515,1
compsvi14a,cube,pear,0.004058549,0,0,0.3159795,0.3478382,0.07299056,0,0.000830262,0.003324297,0.2497556,0.001779929,0.0001271378,0.25,0,0.25,0.3275056,0.1250627,0.06381002,0.3004253,0.05681968,0.1248724,0.3749706
compsvi14a,table,bowl,0.006926082,0,1,0,0.00144752,0.0008469402,0,1.485422,0.003894438,381.4215,0.03753309,0.001288572,0,0,0.8066038,2.294021E-06,1,0.001535635,0.0005578912,0.09696515,1,0.02331634
compsvi14a,table,cube,0.007628981,0,0,0,0.0005993922,0.001851038,0,1.485422,0.000830262,1789.101,0.09591486,0.006851061,0,0,1,0,1,0.003004878,0.002352839,0.1068057,1,0.004516676
compsvi14a,table,table,0,0,0,0,1,1,0,1.485422,1.485422,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi14a,table,pear,0.00794302,0,0,0,0.0001241003,0.0001501614,0,1.485422,0.003324297,446.838,0.07296778,0.005211984,0,0,1,0,1,0.00195559,0.0002518116,0.1112023,1,0.01356196
compsvi14a,pear,bowl,0.0031846,0,1,1,1,1,0,0.003324297,0.003894438,0.8536013,0.0008662348,0,0.1804062,0.9772999,0,0.2139188,0.3791389,0.8115779,0.6461675,0.0445844,0.4441203,0.7633495
compsvi14a,pear,cube,0.004058549,0,0,1,0.9595752,0.07543766,0,0.003324297,0.000830262,4.003914,9.134279E-05,6.524485E-06,0.05615293,0.1780167,0,0.08179636,0.3926852,1,0.04259074,0.05681968,0.3749706,0.1248724
compsvi14a,pear,table,0.00794302,0,0,1,1,1,0,0.003324297,1.485422,0.002237947,0.08625048,0.006160719,0,1,0,0,0.01315864,0.5464934,1,0.1112023,0.01336122,1
compsvi14a,pear,pear,0,0,0,0,1,1,0,0.003324297,0.003324297,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi15,jar,jar,0,0,1,0,1,1,0,0.008923325,0.008923325,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi15,jar,pencil,0.006023523,0,0,6.961167E-05,0.0001060179,0.0004977151,0,0.008923325,0.0001035212,86.19801,0.0009534518,6.810371E-05,0.006392045,0,0.9616477,1.638442E-05,0.5666736,0.0002319258,0.0002556797,0.08432933,0.6261827,0.08891699
compsvi15,jar,table,0.02135308,0,0,1,0.7176763,0.558275,0,0.008923325,1.485346,0.006007574,0,0,0.3778409,0.8125,0,4.663534E-05,0.02092392,0.7446692,1,0.2989432,0.02347524,1
compsvi15,jar,box,0.02042313,0,1,8.531772E-06,0.0006744856,0.002126668,0,0.008923325,0.062134,0.1436142,0.0003442797,2.45701E-05,0.2365057,0,0.1875,0.1442156,0.04056207,0.7569691,0.001707615,0.2859237,0.04056109,0.1442197
compsvi15,jar,pear,0.03392991,0,0,1.594457E-05,0.0001821784,0.001406647,0,0.008923325,0.01775558,0.5025644,0.2462833,0.01759166,0,0,0,0,0,0.01351931,0.0004690665,0.4750187,0,0
compsvi15,pencil,jar,0.006023523,0,1,0.3262691,1,1,0,0.0001035212,0.008923325,0.0116012,4.887581E-06,3.491129E-07,0.3939394,0.9015151,0,0.001412305,0.08529364,1,1,0.08432933,0.08891699,0.6261827
compsvi15,pencil,pencil,0,0,0,0,1,1,0,0.0001035212,0.0001035212,1,0,0,0.4318182,0,0,1,1,1,1,0,1,1
compsvi15,pencil,table,0.02727723,0,0,0.9999936,0.6103011,1,0,0.0001035212,1.485346,6.969504E-05,0.2095702,0.01496926,0,1,0,0,0.002971226,0.7612484,1,0.3818812,0.003145547,1
compsvi15,pencil,box,0.01542333,0,1,0,0.001206974,0.002379843,0,0.0001035212,0.062134,0.001666096,0,0,0.4090909,0,0,0.4757671,0.01900041,1,0.004791776,0.2159266,0.01900041,0.4757671
compsvi15,pencil,pear,0.02953891,0,0,0,0.000334217,0.003472963,0,0.0001035212,0.01775558,0.005830348,0.1190804,0.00850574,0,0,0,0,0,0.0248927,0.001292263,0.4135448,0,0
compsvi15,table,jar,0.02135308,0,1,0,0.001341578,0.004025079,0,1.485346,0.008923325,166.4565,0.02959409,0.002113863,0,0,0.8066038,2.801653E-07,1,0.001535586,0.004624872,0.2989432,1,0.02347524
compsvi15,table,pencil,0.02727723,0,0,0,4.756697E-05,0.000111732,0,1.485346,0.0001035212,14348.22,0.2457467,0.01755334,0,0,1,0,1,0.0001981413,8.395453E-05,0.3818812,1,0.003330028
compsvi15,table,table,0,0,0,0,1,1,0,1.485346,1.485346,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi15,table,box,0.03917748,0,1,0,0.0003242719,0.001235493,0,1.485346,0.062134,23.90552,0.09205052,0.006575017,0,0,0.8066038,3.887456E-07,1,0.001203354,0.0004878899,0.5484848,1,0.08346897
compsvi15,table,pear,0.05011392,0,0,0,8.137748E-05,0.0009895035,0,1.485346,0.01775558,83.65514,0.1966492,0.01404637,0,0,0.5613208,0.0001324896,1,0.00638412,0.0003168528,0.7015948,1,0.02998302
compsvi15,box,jar,0.02042313,0,1,0,0.7381362,0.004412106,0,0.062134,0.008923325,6.9631,0.04466079,0.003190053,0,0.05479452,0,0.02071141,0.2336089,0.001620534,0.008992806,0.2859237,0.1442197,0.04056109
compsvi15,box,pencil,0.01542333,0,0,0,1.128708E-05,0.0003270699,0,0.062134,0.0001035212,600.2054,0.1210472,0.008646229,0,0.05479452,0.9452055,0.0007926739,0.4805742,3.469756E-05,0.0001068512,0.2159266,0.4757671,0.01900041
compsvi15,box,table,0.03917748,0,0,0.9999943,0.7423328,0.664747,0,0.062134,1.485346,0.04183134,0,0,0.2547945,0.9849315,0,9.293168E-06,0.067073,0.605927,0.4118577,0.5484848,0.08346897,1
compsvi15,box,box,0,0,1,0,1,1,0,0.062134,0.062134,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi15,box,pear,0.01437868,0,0,0,0.0002257137,0.001571564,0,0.062134,0.01775558,3.499406,0.01636798,0.001169144,0,0.05479452,0,0.2825989,0.965527,0.0008583691,0.0001056176,0.2013016,1,0.3592116
compsvi15,pear,jar,0.03392991,0,1,0.004985307,0.9393973,0.3504141,0,0.01775558,0.008923325,1.989794,0.2250779,0.016077,0,0.4074074,0,0,0,0.154395,0.2479445,0.4750187,0,0
compsvi15,pear,pencil,0.02953891,0,0,0.01845405,0.002833056,0.005405795,0,0.01775558,0.0001035212,171.5163,0.1425411,0.0101815,0,0.3751493,0.5925926,0,0,0.0115415,0.008360345,0.4135448,0,0
compsvi15,pear,table,0.05011392,0,0,1,0.729054,1,0,0.01775558,1.485346,0.01195384,0.01029468,0.0007353042,0,1,0,0.01108344,0.0251879,0.7922346,1,0.7015948,0.02998302,1
compsvi15,pear,box,0.01437868,0,1,0.1183283,0.9081635,1,0,0.01775558,0.062134,0.2857628,0,0,1,0,0,0.9889283,0.3568214,1,1,0.2013016,0.3592116,1
compsvi15,pear,pear,0,0,0,0,1,1,0,0.01775558,0.01775558,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi16,table,table,0,0,0,0,1,1,0,1.485449,1.485449,1,0,0,1,0,0.009433962,1,1,1,1,0,1,1
compsvi16,table,bowl,0.004078706,0,1,0,0.0002719443,0.0004246623,0,1.485449,0.003583652,414.5072,0.01875905,0.001288308,0,0,0.8066038,4.718934E-06,1,0.0006095496,0.0003950261,0.05710188,1,0.02138015
compsvi16,table,pear,0.01495138,0,0,0,0.0007244766,0.0002598063,0,1.485449,0.001317292,1127.654,0.02076101,0.001482929,0,0,0.5613208,2.647772E-05,1,0.001916402,2.352232E-05,0.2093193,1,0.005127
compsvi16,table,pencil,0.0009321892,0,0,0,0.0003104066,0.0007017872,0,1.485449,0.002304656,644.5428,0.09694713,0.006924795,0,0,1,0,0.9999999,0.0008719921,0.0002489302,0.01305065,1,0.01314948
compsvi16,bowl,table,0.004078706,0,0,0.9984122,0.9002527,1,0,0.003583652,1.485449,0.002412503,1.40667E-05,9.749617E-07,0.09164792,1,0,0.001956032,0.02030564,0.7345198,1,0.05710188,0.02138015,1
compsvi16,bowl,bowl,0,0,1,0,1,1,0,0.003583652,0.003583652,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi16,bowl,pear,0.01141749,0,0,0,0.01550932,4.51837E-05,0,0.003583652,0.001317292,2.720469,0,0,0.02813203,0,0,0.02403341,0.1002219,0.05729208,0.0004175212,0.1598448,0.1002219,0.02403341
compsvi16,bowl,pencil,0.004637387,0,0,0,0.005060113,0.009606687,0,0.003583652,0.002304656,1.554962,0.002192797,0.0001566283,0.007126782,0,0.5383846,0.2313552,0.6922058,0.01553221,0.003086735,0.06492341,0.7048753,0.4336124
compsvi16,pear,table,0.01495138,0,0,1,0.168936,1,0,0.001317292,1.485449,0.0008867969,0,0,0.06212664,0.9964158,0,0.02985771,0.004750425,0.6187888,1,0.2093193,0.005127,1
compsvi16,pear,bowl,0.01141749,0,1,0,0.6039649,1,0,0.001317292,0.003583652,0.3675837,0,0,0.06451613,0.3918757,0.003584229,0.06538215,0.02533126,0.6187739,1,0.1598448,0.02403341,0.1002219
compsvi16,pear,pear,0,0,0,0,1,1,0,0.001317292,0.001317292,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi16,pear,pencil,0.01507665,0,0,0.03472636,0.114036,0.08176601,0,0.001317292,0.002304656,0.5715786,0.07885417,0.005632441,0,0,0.1827957,0,0,0.2325964,0.02599329,0.2110732,0,0
compsvi16,pencil,table,0.0009321892,0,0,1,1,1,0,0.002304656,1.485449,0.001551487,0.05061805,0.003615545,0,1,0,0,0.01283795,0.7057658,0.6204252,0.01305065,0.01299481,1
compsvi16,pencil,bowl,0.004637387,0,1,1,1,1,0,0.002304656,0.003583652,0.6431026,0,0,0.2272727,0.5909091,0,0.3597485,0.3874309,1,0.5390732,0.06492341,0.4336124,0.7048753
compsvi16,pencil,pear,0.01507665,0,0,0.0001959015,0.1208029,0.07256502,0,0.002304656,0.001317292,1.749541,0.06842723,0.00488766,0,0.04545455,0,0,0,0.4656214,0.01374733,0.2110732,0,0
compsvi16,pencil,pencil,0,0,0,0,1,1,0,0.002304656,0.002304656,1,3.72529E-09,2.660922E-10,0.2878788,0,0,1,1,1,1,0,1,1
compsvi23,table,table,0,0,0,0,1,1,0,1.485182,1.485182,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi23,table,box,0.0578539,0,1,0,0.0003334436,1,0,1.485182,0.02714922,54.70441,0.001158327,8.273764E-05,0.009433962,0.7704403,0.2201258,0.01828006,0.9990588,0.0008598226,0.005250875,0.8099546,1,0.04792222
compsvi23,table,box (1),0.0429947,0,1,0,0.0001662124,0.0001676269,0,1.485182,0.0481386,30.85221,0.1993603,0.01424002,0,0.7704403,0,0.03241254,0.8334519,0.0001631497,0.0001637078,0.6019257,1,0.08028479
compsvi23,box,table,0.0578539,0,0,1,1,1,0,0.02714922,1.485182,0.01828006,0,0,0.139726,0,0,1,0.04792222,0.8253759,1,0.8099546,0.04792222,1
compsvi23,box,box,0,0,1,0,1,1,0,0.02714922,0.02714922,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi23,box,box (1),0.015848,0,1,0,0.1048544,0.006177362,0,0.02714922,0.0481386,0.5639802,0.8834507,0.06310362,0,0.7452055,0,0,0,0.1029223,0.006032936,0.221872,0,0
compsvi23,box (1),table,0.0429947,0,0,0,8.509825E-06,0.00113368,0,0.0481386,1.485182,0.03241259,0.07052559,0,0,0,0.05172414,0.9999985,0.08028477,8.590983E-06,0.0005988024,0.6019257,0.08028479,1
compsvi23,box (1),box,0.015848,0,1,0,1.653439E-05,0.4615385,0,0.0481386,0.02714922,1.773112,0.8830811,0.06307723,0,0,0.637931,0,0,4.311088E-05,0.001750292,0.221872,0,0
compsvi23,box (1),box (1),0,0,1,0,1,1,0,0.0481386,0.0481386,1,0,0,0.4224138,0,0,1,1,1,1,0,1,1
compsvi24,cup,cup,0,0,1,0,1,1,0,0.00553268,0.00553268,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi24,cup,table,0.002064879,0,0,0.9969006,1,1,0,0.00553268,1.485142,0.003725354,7.385015E-05,5.249466E-06,0.1386369,1,0,0,0.01270409,1,1,0.0289083,0.01270414,1
compsvi24,cup,cube,0.005816738,0,0,0,0.001622546,0.0001742082,0,0.00553268,0.0007407602,7.468922,0.002678547,0.0001913248,0.04944194,0.4949418,0,0.06059853,0.4689845,1,0.09973866,0.08143433,0.4537296,0.145903
compsvi24,cup,pencil,0.002330702,0,0,0,0.00411236,0.001256266,0,0.00553268,0.0007727336,7.15988,1.072884E-06,7.663454E-08,0.01999525,0,0.9888862,0.0006141438,0.2596631,0.009473444,0.001103931,0.03262983,0.4098187,0.7957381
compsvi24,table,cup,0.002064879,0,1,0,0.0002274604,0.005709625,0,1.485142,0.00553268,268.4309,0.01802266,0.001287333,0,0,1,0,1,0.08707287,0.008200795,0.0289083,1,0.01270418
compsvi24,table,table,0,0,0,0,1,1,0,1.485142,1.485142,1,0,0,1,0.004716981,0,1,1,1,1,0,1,1
compsvi24,table,cube,0.006092567,0,0,0,5.187625E-05,6.968329E-05,0,1.485142,0.0007407602,2004.889,0.06035877,0.004311341,0,0,0.8066038,1.173684E-06,0.9999999,0.01053864,0.0005192018,0.08529595,1,0.004085203
compsvi24,table,pencil,0.003003705,0,0,0,0.0001873974,0.0001731393,0,1.485142,0.0007727336,1921.933,0.2601925,0.01858518,0,0,1,0,1,0.0002317783,0.0001059328,0.04205187,1,0.02463851
compsvi24,cube,cup,0.005816738,0,1,0.2709378,1,1,0,0.0007407602,0.00553268,0.1338881,0.001123032,0,0.25,0,0.125,0.4526057,0.1458746,1,1,0.08143433,0.145903,0.4537296
compsvi24,cube,table,0.006092567,0,0,0.9994213,1,1,0,0.0007407602,1.485142,0.0004987807,0,0,0.25,0.875,0,0.002353107,0.003863832,0.7123593,1,0.08529595,0.004085203,1
compsvi24,cube,cube,0,0,0,0,1,1,0,0.0007407602,0.0007407602,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi24,cube,pencil,0.00813723,0,0,0,0.1027353,0.01062592,0,0.0007407602,0.0007727336,0.9586231,0.1662659,0.01187613,0,0,1,0,0.04228062,0.1372536,0.007666189,0.1139212,0.03549059,0.1479715
compsvi24,pencil,cup,0.002330702,0,1,1,1,1,0,0.0007727336,0.00553268,0.1396671,0.008601869,7.633986E-05,0.07575758,0.7424242,0,0.004397197,0.784419,1,1,0.03262983,0.7957381,0.4098187
compsvi24,pencil,table,0.003003705,0,0,1,0.9727858,1,0,0.0007727336,1.485142,0.0005203095,0.2400455,0.01714608,0,1,0,0,0.02163555,0.5168134,1,0.04205187,0.02308513,1
compsvi24,pencil,cube,0.00813723,0,0,0.0002396011,0.00169864,0.007894121,0,0.0007727336,0.0007407602,1.043163,0.1753674,0.01252624,0,1,0,0,0.2629279,1,0.05327011,0.1139212,0.2157544,0.0245077
compsvi24,pencil,pencil,0,0,0,0,1,1,0,0.0007727336,0.0007727336,1,0,0,0.280303,0,0,1,1,1,1,0,1,1
compsvi24a,pear,pear,0,0,0,0,1,1,0,0.01221307,0.01221307,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi24a,pear,cup,0.01219986,0,1,0.9892528,1,1,0,0.01221307,0.00554416,2.202872,0,0,0.130227,0.8076463,0,0.1445556,0.9811462,1,0.6873004,0.1707981,1,0.3977902
compsvi24a,pear,table,0.01015415,0,0,1,1,1,0,0.01221307,1.485677,0.008220541,0.1892798,0.01351995,0,1,0,0,0.02923067,0.988028,1,0.1421581,0.03057601,1
compsvi24a,pear,cube,0.01469808,0,0,0.1022255,0.01934354,0.08595615,0,0.01221307,0.0003656683,33.39932,0.11613,0.008294997,0,1,0,0,0.8699045,0.1249433,0.00715343,0.2057731,0.9294901,0.07889944
compsvi24a,cup,pear,0.01219986,0,0,0,0.05477664,0.07239988,0,0.00554416,0.01221307,0.4539529,0,0,0.2170031,0,0.7260508,0.3184375,0.2583355,0.01855002,0.04461094,0.1707981,0.3977902,1
compsvi24a,cup,cup,0,0,1,0,1,1,0,0.00554416,0.00554416,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi24a,cup,table,0.002112682,0,0,0.997141,1,1,0,0.00554416,1.485677,0.003731738,4.804134E-05,3.397465E-06,0.1386369,1,0,0,0.0127286,1,1,0.02957755,0.01272864,1
compsvi24a,cup,cube,0.005146564,0,0,0,0.0006000912,0.02995852,0,0.00554416,0.0003656683,15.16172,0.004912142,0.0003508673,0.03799573,0.5317976,0.09883638,0.03894097,0.5885162,0.05850937,0.007403107,0.07205191,0.590412,0.117342
compsvi24a,table,pear,0.01015415,0,0,0,0.005521176,0.001860811,0,1.485677,0.01221307,121.6465,0.1848044,0.01320031,0,0,1,0,0.9999999,0.005739234,0.003849326,0.1421581,1,0.03197284
compsvi24a,table,cup,0.002112682,0,1,0,0.1025851,0.004854369,0,1.485677,0.00554416,267.9716,0.0180012,0.0012858,0,0,1,0,1,0.01611301,0.004994678,0.02957755,1,0.01272869
compsvi24a,table,table,0,0,0,0,1,1,0,1.485677,1.485677,1,0,0,1,0.004716981,0,1,1,1,1,0,1,1
compsvi24a,table,cube,0.006519318,0,0,0,6.129687E-05,0.0004825192,0,1.485677,0.0003656683,4062.911,0.07297919,0.005212799,0,0,1,0,1,0.0009645924,8.379585E-05,0.09127045,1,0.00252972
compsvi24a,cube,pear,0.01469808,0,0,0.004313803,1,0.3520369,0,0.0003656683,0.01221307,0.02994073,0.0862723,0.006162307,0,0,1,0,0.06335573,1,1,0.2057731,0.07061398,1
compsvi24a,cube,cup,0.005146564,0,1,0.4031843,1,0.8390867,0,0.0003656683,0.00554416,0.06595558,0.001178046,0,0.625,0,0,0.590412,0.117342,1,1,0.07205191,0.117342,0.590412
compsvi24a,cube,table,0.006519318,0,0,1,1,1,0,0.0003656683,1.485677,0.000246129,0.004493833,0.0003209625,0.125,1,0,0,0.002523341,0.2772954,1,0.09127045,0.00252658,1
compsvi24a,cube,cube,0,0,0,0,1,1,0,0.0003656683,0.0003656683,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi25,jar,jar,0,0,1,0,1,1,0,0.009154877,0.009154877,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi25,jar,pencil,0.005922799,0,0,0,0.02325123,5.013308E-05,0,0.009154877,0.0001280606,71.48866,0.001046459,7.47471E-05,0.006392045,0,0.9616477,0.001008637,0.5733112,0.003058051,0.0002143201,0.08291919,0.6353421,0.09004588
compsvi25,jar,table,0.02126954,0,0,1,0.6565732,1,0,0.009154877,1.485241,0.006163901,0,0,0.3778409,0.8096591,0,0.00618075,0.02119291,0.7729984,1,0.2977735,0.02379328,1
compsvi25,jar,box,0.02035247,0,1,0,0.05084155,0.001167118,0,0.009154877,0.06204252,0.1475581,0,0,0.2478693,0,0.1903409,0.1518093,0.0438157,0.9255943,0.001223769,0.2849345,0.04361193,0.1527596
compsvi25,jar,pencil (1),0.04000388,0,0,0,0.001957878,0.0002085047,0,0.009154877,0.0007794831,11.7448,0.4344229,0.03103021,0,0.1505682,0.3778409,0,0,0.01894299,0.0002045275,0.5600544,0,0
compsvi25,pencil,jar,0.005922799,0,1,1,1,1,0,0.0001280606,0.009154877,0.01398823,0,0,0.3939394,0.8030303,0,0.07210607,0.08608395,1,1,0.08291919,0.09004588,0.6353421
compsvi25,pencil,pencil,0,0,0,0,1,1,0,0.0001280606,0.0001280606,1,0,0,0.4090909,0,0,1,1,1,1,0,1,1
compsvi25,pencil,table,0.02709598,0,0,1,0.1694062,1,0,0.0001280606,1.485241,8.622208E-05,0.2085769,0.01489832,0,1,0,0,0.003007427,1,1,0.3793437,0.003183006,1
compsvi25,pencil,box,0.01545146,0,1,0.004873187,0.3402661,1,0,0.0001280606,0.06204252,0.002064077,0,0,0.4090909,0,0,0.4739217,0.01917607,1,1,0.2163204,0.01917607,0.4739217
compsvi25,pencil,pencil (1),0.03408139,0,0,1,0.136591,1,0,0.0001280606,0.0007794831,0.1642891,0.3357171,0.02397979,0,1,0,0,0,0.727689,1,0.4771395,0,0
compsvi25,table,jar,0.02126954,0,1,0,0.001297228,0.002920399,0,1.485241,0.009154877,162.2349,0.02960409,0.002114578,0,0,0.8066038,3.809753E-05,1,0.001928345,0.0009973622,0.2977735,1,0.02379328
compsvi25,table,pencil,0.02709598,0,0,0,0.0002013552,1.593014E-05,0,1.485241,0.0001280606,11597.96,0.2450944,0.01750674,0,0,1,0,1,3.860354E-05,2.350608E-05,0.3793437,1,0.003368736
compsvi25,table,table,0,0,0,0,1,1,0,1.485241,1.485241,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi25,table,box,0.03900718,0,1,0,0.0002196352,0.000608931,0,1.485241,0.06204252,23.93908,0.08968749,0.006406249,0,0,1,0,1,0.001371798,0.0003705437,0.5461004,1,0.08334079
compsvi25,table,pencil (1),0.06101051,0,0,0,2.491736E-05,3.467052E-05,0,1.485241,0.0007794831,1905.418,0.2232394,0.01594567,0,0,1,0,1,0.0001629014,2.991114E-05,0.8541471,1,0.02462045
compsvi25,box,jar,0.02035247,0,1,0.00057015,0.4768622,0.0108923,0,0.06204252,0.009154877,6.776992,0.04279318,0.003056656,0,0.05479452,0,0.02240069,0.2388075,2.659787E-05,0.003202058,0.2849345,0.1527596,0.04361193
compsvi25,box,pencil,0.01545146,0,0,0.001109983,0.01022673,0.0004764985,0,0.06204252,0.0001280606,484.478,0.1218224,0.008701601,0,0.05479452,0.9452055,0.0009782109,0.4790712,0.002519927,0.0008690335,0.2163204,0.4739217,0.01917607
compsvi25,box,table,0.03900718,0,0,1,0.7555604,1,0,0.06204252,1.485241,0.0417727,9.239489E-06,6.301638E-07,0.2547945,1,0,0,0.08334038,0.6253983,1,0.5461004,0.08334059,1
compsvi25,box,box,0,0,1,0,1,1,0,0.06204252,0.06204252,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi25,box,pencil (1),0.02449389,0,0,0.000102498,0.001614108,0.0009524763,0,0.06204252,0.0007794831,79.59444,0.0008440966,6.029262E-05,0.01917808,0.05479452,0.3739726,0.004550557,0.3369159,0.008314421,0.0008326613,0.3429145,0.3621991,0.1070863
compsvi25,pencil (1),jar,0.04000388,0,1,0.9930403,1,0.9028375,0,0.0007794831,0.009154877,0.08514404,0.4095028,0.0292502,0,0,0,0,0,1,1,0.5600544,0,0
compsvi25,pencil (1),pencil,0.03408139,0,0,1,1,0.00474437,0,0.0007794831,0.0001280606,6.086833,0.3376868,0.02412049,0,0,1,0,0,0.348789,0.0629434,0.4771395,0,0
compsvi25,pencil (1),table,0.06101051,0,0,1,1,1,0,0.0007794831,1.485241,0.0005248194,0.1637599,0.01169711,0,1,0,0,0.02250817,0.6671041,1,0.8541471,0.02354446,1
compsvi25,pencil (1),box,0.02449389,0,1,1,1,1,0,0.0007794831,0.06204252,0.01256369,0.03319021,0.002370729,0,0,0,0.3621991,0.1070863,1,1,0.3429145,0.1070863,0.3621991
compsvi25,pencil (1),pencil (1),0,0,0,0,1,1,0,0.0007794831,0.0007794831,1,0,0,0.4318182,0,0,1,1,1,1,0,1,1
compsvi26,cup,cup,0,0,1,0,1,1,0,0.005529943,0.005529943,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi26,cup,table,0.002037456,0,0,0.9969229,1,1,0,0.005529943,1.485228,0.003723295,2.300739E-05,1.613583E-06,0.1386369,1,0,6.45425E-06,0.0111394,1,1,0.02852438,0.01270104,1
compsvi26,cup,cube,0.005862446,0,0,0,0.0003955868,1,0,0.005529943,0.0007953932,6.952465,0.00452634,0.00032331,0.03904061,0.4949418,0,0.06381846,0.4644279,0.0326612,0.03236129,0.08207424,0.4476247,0.150895
compsvi26,cup,pencil,0.02029942,0,0,0,0.002056725,0.002935418,0,0.005529943,0.0007631626,7.246089,0.1806331,0.01290236,0,0.8335312,0,0,0,0.00218844,0.002798558,0.2841919,0,0
compsvi26,table,cup,0.002037456,0,1,0,0.0001177578,0.01543298,0,1.485228,0.005529943,268.5793,0.01797843,0.001284174,0,0,0.8066038,2.403108E-08,1,0.00818903,0.008439491,0.02852438,1,0.01270104
compsvi26,table,table,0,0,0,0,1,1,0,1.485228,1.485228,1,0,0,1,0,0.01100629,1,1,1,1,0,1,1
compsvi26,table,cube,0.00630472,0,0,0,7.37622E-05,0.003009027,0,1.485228,0.0007953932,1867.288,0.06497006,0.004640718,0,0,0.8066038,4.708813E-06,1,0.000196652,0.0002043871,0.08826608,1,0.004281541
