scene,preposition,ground,f1,f2,weight,parity,weak,lhs,rhs
compsvo17,on,table,book,box,3,False,False,"[0.7522668191743811, -0.602573893987224, 2.366598040816922, 1.2449763593543017, -0.7484621051199398, -0.33778405176235204, -0.39400296155546005, -0.7251406329364917, 1.5231088579503727, 0.9897861572229473]","[-0.6282480394372745, -0.45506712412024225, -0.4495031203312162, -0.9059561524155018, -0.6252114358610876, 4.538751554580004, -0.39130484125576775, -0.7191769162463121, 1.5231088579503727, -0.8052941218451248]"
compsvo18,on,table,book,box,3,False,False,"[1.6837178985981087, -0.602573893987224, 2.366598040816922, 1.2256736434374955, -0.7484621051199398, -0.33336929746134764, -0.39400264258076356, -0.7251589554173502, 1.5231088579503727, 1.349324191447777]","[-0.6282480394372745, -0.5321416879105415, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.2996010320439984, -0.3788240362074308, -0.9091269109263813, -0.8478608909951604, 0.969234637718072]"
compsvo19,on,table,book,box,4,False,False,"[1.6837178985981087, -0.602573893987224, 2.366598040816922, 1.2256736434374955, -0.7484621051199398, -0.33336929746134764, -0.39400264258076356, -0.7251589554173502, 1.5231088579503727, 1.3450310705310375]","[-0.6282480394372745, 0.017104987182035025, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.3570435486078057, -0.37824317037864297, -0.910915443531762, -0.8760669938306926, 0.9149904917845016]"
compsvo23v,on,board,clock,jar,1,False,False,"[1.62808668060732, -0.602573893987224, 6.368591495550767, -0.9059561524155018, -0.7484621051199398, 3.7254551365956585, 4.522274188425759, -0.8686972226859928, 1.1245541666887242, 1.7232180957153025]","[-0.628056044630395, -0.602573893987224, 0.19152406007195266, -0.9059561524155018, -0.2949090192236393, 0.3939670891066752, 0.007057372897036776, -0.8598536276647846, -0.5080211823706331, -0.6583605446647098]"
compsvo23v,on,board,clock,table,1,False,False,"[1.62808668060732, -0.602573893987224, 6.368591495550767, -0.9059561524155018, -0.7484621051199398, 3.7254551365956585, 4.522274188425759, -0.8686972226859928, 1.1245541666887242, 1.7232180957153025]","[-0.6282480394372745, -0.3738598912601141, -0.4495031203312162, -0.9059561524155018, 1.5294787923913085, -0.35704062860060704, 0.007615670805102298, 1.4779347335894955, -0.6474155785761722, -0.8011961257345657]"
compsvo24,on,table,book,pear,1,False,False,"[1.669649817061757, -0.602573893987224, 1.0696446200788872, 1.2559316192214223, -0.7484621051199398, -0.3407180677905284, -0.3856322708486563, -0.8188094072385615, 0.6007301070901055, 1.5072166464218617]","[1.363237573002926, -0.45846539593885727, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, -0.3877167612712571, -0.8954542199171399, 1.5231088579503727, 1.8432595489531811]"
compsvo24v,on,board,clock,jar,3,False,False,"[1.62808668060732, -0.602573893987224, 6.368591495550767, -0.9059561524155018, -0.7484621051199398, 3.7254551365956585, 4.522274188425759, -0.8686972226859928, 1.1245541666887242, 1.7269097281238188]","[-0.6280626200002406, -0.026471944974116514, -0.4495031203312162, -0.9059561524155018, -0.2949090192236393, -0.3570435486078057, 0.00855028510364408, -0.910915443531762, -0.8760669938306926, -0.7979214166408924]"
compsvo24v,on,board,clock,table,3,False,False,"[1.62808668060732, -0.602573893987224, 6.368591495550767, -0.9059561524155018, -0.7484621051199398, 3.7254551365956585, 4.522274188425759, -0.8686972226859928, 1.1245541666887242, 1.7269097281238188]","[-0.6282480394372745, -0.3738598912601141, -0.4495031203312162, -0.9059561524155018, 1.5294787923913085, -0.35704062860060704, 0.007615670805102298, 1.4779347335894955, -0.6474155785761722, -0.8042583709405097]"
compsvo26,on,table,book,balloon,3,False,False,"[1.6837178985981087, -0.602573893987224, 1.328047938726526, 1.2825381374108198, -0.7484621051199398, -0.338950617040401, -0.3826486350074922, -0.7990444192005868, 0.568122668170964, 1.1845904999402692]","[-0.6282480394372745, 0.42808884095815125, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.3742894927640308, -0.5229547082864197, 1.5231088579503727, -0.8053027946095308]"
compsvo27,on,table,book,box,5,False,False,"[1.6837178985981087, -0.602573893987224, 1.0581232569213144, 1.249149865608261, -0.7484621051199398, -0.3458062045047488, -0.3843038942719036, -0.803793644460718, 0.5074499100552726, 1.5070861385123828]","[-0.6282480394372745, -0.45504723199747316, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, 4.538752044159563, -0.39130507172881435, -0.7191915598978978, 1.5231088579503727, -0.805294103915682]"
compsvo28,on,table,book,box,3,False,False,"[1.6837178985981087, -0.602573893987224, 0.956078696661053, 1.2157615938057023, -0.7484621051199398, -0.30701468635217005, -0.3823332925662225, -0.8080627825007531, 0.426245005000039, 1.0890616898342396]","[-0.6282480394372745, -0.5362527656777476, -0.4495031203312162, -0.9059561524155018, -0.6252114358610876, -0.3007185463460035, -0.37878684707663274, -0.9091560873869047, -0.8484238816005394, 0.9234633155570232]"
compsvo29,on,table,book,box,1,False,False,"[1.6837178985981087, -0.602573893987224, 0.956078696661053, 1.2157615938057023, -0.7484621051199398, -0.30701468635217005, -0.3823332925662225, -0.8080627825007531, 0.426245005000039, 1.2449315701746626]","[-0.6282480394372745, 0.009912476046504025, -0.4495031203312162, -0.9059561524155018, -0.6252114358610876, -0.3570435486078057, -0.37495975916766816, -0.910915443531762, -0.8760669938306926, 0.7176808077323447]"
compsvo68a,on,table,balloon,box,1,False,False,"[-0.6282480394372745, -0.602573893987224, 0.20284734841869745, 0.902749068300511, -0.7484621051199398, -0.043078869931210344, 1.3743348498596004, -0.7940477807276111, 0.338477154402258, 1.8432595489531811]","[-0.6282480394372745, -0.44516553437396306, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.35110029754796573, -0.38202158238016715, -0.9107303299310072, -0.8731482044729328, 0.9456960696021273]"
compsvo69a,on,table,balloon,box,1,False,False,"[-0.6282480394372745, -0.5946032346488692, 0.14549786896224368, 1.0595337643971656, -0.7484621051199398, -0.18319232941200267, 1.3743359561302237, -0.7984592703497009, 0.2926305832978181, 1.1811189630625032]","[-0.6282480394372745, 0.13407037610190933, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.3570435486078057, -0.3774859650124462, -0.910915443531762, -0.8760669938306926, 0.5723295603112634]"
compsvu25,on,book,book (1),cube,1,False,False,"[0.9304840199180572, -0.602573893987224, -0.24541392984431806, -0.9059561524155018, -0.7484621051199398, 1.8456840648199522, -0.39942100121748353, 0.40859748462350254, 0.2033757235071033, 0.27094852559826654]","[-0.5805254558093608, -0.602573893987224, 1.2996562829561276, -0.9059561524155018, -0.4506063329919444, 4.376559231966772, -0.4005591409164964, -0.05793253294735792, 1.5105995550591864, 1.200524979353787]"
compsvu25,on,book,book (1),table,1,False,False,"[0.9304840199180572, -0.602573893987224, -0.24541392984431806, -0.9059561524155018, -0.7484621051199398, 1.8456840648199522, -0.39942100121748353, 0.40859748462350254, 0.2033757235071033, 0.27094852559826654]","[-0.6282480394372745, -0.12833103907127433, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.35643824712810274, -0.3933557047389786, 1.4779347335894955, -0.7256067588851913, -0.8032106468780879]"
compsvul,on,lamp,pencil,bowl,3,False,False,"[0.27607628124229666, -0.602573893987224, 2.7307870218565733, -0.9059561524155018, -0.7484621051199398, 3.1695669218104805, -0.10949358427851741, -0.4095177687756396, 0.8521421437740951, 0.6169716745385402]","[-0.6282480394372745, -0.40508779946049034, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, 2.7961352171765568, -0.11480995213887492, -0.4062975987368801, 0.6691426065036425, -0.8033437704613876]"
compsvul,on,lamp,pencil,table,3,False,False,"[0.27607628124229666, -0.602573893987224, 2.7307870218565733, -0.9059561524155018, -0.7484621051199398, 3.1695669218104805, -0.10949358427851741, -0.4095177687756396, 0.8521421437740951, 0.6169716745385402]","[-0.6282480394372745, 0.02693708633154224, -0.4495031203312162, -0.9059561524155018, -0.2014566515761718, -0.3328079259554986, -0.12346817917482307, 1.4779347335894955, -0.7146486431409738, -0.8051497485071758]"
compsvula,on,lamp,pencil,bowl,3,False,False,"[0.27609755132892666, -0.602573893987224, 2.7307870218565733, -0.9059561524155018, -0.7484621051199398, 3.1695669218104805, -0.10949358427851741, -0.4095177687756396, 0.8521421437740951, 0.6662722788578508]","[-0.6282480394372745, 1.5070900201563664, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, -0.3570435486078057, -0.12852586408768515, -0.910915443531762, -0.8760669938306926, -0.8037459947524914]"
compsvula,on,lamp,pencil,table,3,False,False,"[0.27609755132892666, -0.602573893987224, 2.7307870218565733, -0.9059561524155018, -0.7484621051199398, 3.1695669218104805, -0.10949358427851741, -0.4095177687756396, 0.8521421437740951, 0.6662722788578508]","[-0.6282480394372745, 0.02693708633154224, -0.4495031203312162, -0.9059561524155018, -0.2014566515761718, -0.3328079259554986, -0.12346817917482307, 1.4779347335894955, -0.7146486431409738, -0.8051076036230612]"
compsva12,on top of,book,pear,box,1,False,False,"[1.6837178985981087, -0.602573893987224, 2.4845704466035174, 1.2428633263776436, -0.7484621051199398, 0.8867377279507779, -0.3987052496553391, -0.3276174737631435, 1.3267094437125526, -0.6759038050766987]","[1.6509878592065292, -0.5712252268324237, -0.4495031203312162, 1.2692212394067948, -0.7484621051199398, -0.34557358567295404, -0.3997373282396083, 1.062287941446371, 0.2808844582450832, 0.7294273141541625]"
compsva12,on top of,book,pear,table,1,False,False,"[1.6837178985981087, -0.602573893987224, 2.4845704466035174, 1.2428633263776436, -0.7484621051199398, 0.8867377279507779, -0.3987052496553391, -0.3276174737631435, 1.3267094437125526, -0.6759038050766987]","[-0.6282480394372745, -0.44680998891780904, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.35651210901705166, -0.3946916426754439, 1.4779347335894955, -0.7260425691786673, -0.8039198524168236]"
compsva13,on top of,book,pear,balloon,6,False,False,"[1.6837178985981087, -0.602573893987224, 0.001892861481618648, 1.2693591808962448, -0.7484621051199398, -0.3115826986384105, -0.40050100289203355, -0.7433671059063933, 1.5231088579503727, 0.014782098484513164]","[-0.6282480394372745, 1.2108034431575931, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.3772712608516253, -0.910915443531762, -0.8760669938306926, -0.8053027946095308]"
compsva13,on top of,book,pear,table,6,False,False,"[1.6837178985981087, -0.602573893987224, 0.001892861481618648, 1.2693591808962448, -0.7484621051199398, -0.3115826986384105, -0.40050100289203355, -0.7433671059063933, 1.5231088579503727, 0.014782098484513164]","[-0.6282480394372745, -0.4431317918664132, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3568242574534793, -0.39468492761275836, 1.4779347335894955, -0.7256400834377724, -0.8047707881547586]"
compsva14,on top of,box,book,table,2,False,False,"[1.6837178985981087, -0.5930210140319722, 0.9840589501397987, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, -0.38349238761214527, 0.3594263481177093, 0.7532070892566141, 1.211665031212988]","[-0.6282480394372745, -0.3336080490040548, -0.4495031203312162, 0.8026561066590434, -0.7484621051199398, -0.20001154142321942, -0.3761119031465057, 1.4779347335894955, -0.6834457777324988, -0.7882001674365253]"
compsva15,on top of,book,pear,balloon,2,False,False,"[1.6837178985981087, -0.602573893987224, 0.001892861481618648, 1.2693591808962448, -0.7484621051199398, -0.3115826986384105, -0.40050100289203355, -0.7433671059063933, 1.5231088579503727, 0.034552583439894924]","[-0.6282480394372745, 0.6621464713628337, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.3771991688826513, 0.6350719478954483, -0.15437666387847482, -0.8053027946095308]"
compsva15,on top of,book,pear,table,2,False,False,"[1.6837178985981087, -0.602573893987224, 0.001892861481618648, 1.2693591808962448, -0.7484621051199398, -0.3115826986384105, -0.40050100289203355, -0.7433671059063933, 1.5231088579503727, 0.034552583439894924]","[-0.6282480394372745, -0.4431317918664132, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3568242574534793, -0.39468492761275836, 1.4779347335894955, -0.7256400834377724, -0.8047148313159854]"
compsva23,on top of,book,box,balloon,3,False,False,"[1.6837178985981087, -0.5802597573252285, -0.3919965103872463, 1.1173234864958699, -0.7484621051199398, -0.31640877810193685, -0.3993863933848072, 0.9456654702243996, 0.20287669492993288, 1.576287047070345]","[-0.6282480394372745, 0.6636801276617424, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.37720599088483, 0.6328949887290373, -0.1561765256024808, -0.8053027946095308]"
compsva23,on top of,book,box,table,3,False,False,"[1.6837178985981087, -0.5802597573252285, -0.3919965103872463, 1.1173234864958699, -0.7484621051199398, -0.31640877810193685, -0.3993863933848072, 0.9456654702243996, 0.20287669492993288, 1.576287047070345]","[-0.6282480394372745, -0.4426857864510439, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.356254668012022, -0.39468834598898545, 1.4779347335894955, -0.7257420004279561, -0.8036539827100867]"
compsva24,on top of,bin,picture,table,3,False,False,"[1.6837178985981087, -0.2108593256751787, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, -0.38666351972995766, 1.4779347335894955, 0.3336526516819114, -0.1879105766459476]","[-0.6282480394372745, -0.387744065621221, -0.4495031203312162, 0.8026561066590434, -0.7484621051199398, -0.1790970453566087, -0.3917525637274314, 1.359682111006657, -0.7066944874972544, -0.7990253522920698]"
compsva25,on top of,bin,picture,table,2,False,False,"[1.3738814017884535, -0.23279427277511766, -0.4495031203312162, 0.8682109144677286, -0.7484621051199398, -0.10097160385772859, -0.38741601422708205, 1.4779347335894955, 0.31720078311349315, 0.06328040692011759]","[-0.6282480394372745, -0.33643604090835166, -0.4495031203312162, 0.8026561066590434, -0.7484621051199398, -0.30817898487685963, -0.38672050004221287, -0.28493970980880134, -0.8294903295227972, -0.8013114815433261]"
compsvi12,on top of,cup,pencil,table,1,False,False,"[1.6837178985981087, -0.602573893987224, 2.412757657805914, 0.4045081785115099, -0.7484621051199398, 1.9900645039075768, -0.4015535290449964, 0.2737700639717257, 1.02542573859759, 1.2786349232808496]","[-0.6282480394372745, -0.5299117194261036, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.40086257066693376, 1.4779347335894955, -0.845032142707118, -0.7598571204721695]"
compsvi12,on top of,cup,pencil,cube,1,False,False,"[1.6837178985981087, -0.602573893987224, 2.412757657805914, 0.4045081785115099, -0.7484621051199398, 1.9900645039075768, -0.4015535290449964, 0.2737700639717257, 1.02542573859759, 1.2786349232808496]","[0.28855026226437286, -0.602573893987224, 3.048815686243471, -0.9059561524155018, -0.7484621051199398, 1.9493280575188372, -0.40072889629991015, -0.5704806436752293, 0.2541665162068937, 1.8432595489531811]"
compsvi12,on top of,table,cup,pencil,1,False,False,"[1.6788126004673793, -0.5830572548103938, 0.024028543696596127, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, -0.40086257066693376, -0.8791779922875893, 1.5231088579503727, 0.8751344621401598]","[1.6184520249537448, -0.33342178373665343, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, -0.40132335284768794, -0.8805357191742579, 1.5231088579503727, 0.9237697475987677]"
compsvi12,on top of,table,cup,cube,1,False,False,"[1.6788126004673793, -0.5830572548103938, 0.024028543696596127, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, -0.40086257066693376, -0.8791779922875893, 1.5231088579503727, 0.8751344621401598]","[1.680237696271584, -0.5798809339657265, 1.2996562829561276, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, -0.39943293050237516, -0.9009515040548359, 1.5231088579503727, 1.4278986269958416]"
