Annotation ID,Clean User ID,Task,Scene,Preposition,Prepositions,Figure,Ground,Time
da9e006a-26be-449a-871d-8dfdad9ea329,17,comp,compsvo68,on top of,,none,table,20190622-020622
b4ba34d4-ba27-4c15-a3d2-4ca9f2eae121,17,comp,compsvo68,against,,box,table,20190622-020627
94da7b55-f676-4e8c-84bd-3a0d52e1245c,17,comp,compsvo68,under,,box,table,20190622-020641
3b393d12-0c5b-4983-86c5-b864bb8043eb,17,comp,compsvo68,below,,none,table,20190622-020651
cafa99ef-29b5-42c2-aad9-b644f864371c,17,comp,compsvo69a,against,,none,table,20190622-020614
563e8fe1-461f-43e3-979c-f1fd00833e9e,17,comp,compsvo69a,over,,balloon,table,20190622-020617
7c1ac2a0-9a84-4d47-8efe-86e5b9a7802f,17,comp,compsvo69a,on,,none,table,20190622-020627
cce266e9-61e7-4535-8aa3-8a779c3b857c,17,comp,compsvo69a,above,,balloon,table,20190622-020631
850466f9-0e20-44c8-8829-d616307930d5,17,comp,compsvo69a,in,,none,table,20190622-020635
1ad3753e-82fc-4ad1-9e44-728db5b46096,17,comp,compsvi15,inside,,pear,box,20190622-020641
a65176b5-4b27-452a-8d98-c0daa99dbe83,17,comp,compsvi15,over,,pencil,box,20190622-020649
ce0f688d-cbaa-4704-9ce8-5b0c11d0913b,17,comp,compsvi15,on top of,,none,box,20190622-020655
c6cc8a67-dcfe-4752-9667-d85c44e3b38c,17,comp,compsvi15,in,,pear,box,20190622-020602
8399ae32-3afb-4ff6-b5f0-997262ef8f31,17,comp,compsvi15,on,,none,box,20190622-020605
50b238fe-2d42-4f34-bae3-2d9703e34c0e,17,comp,compsvi16,against,,pear,bowl,20190622-020613
2b88b64c-f8f2-4bc5-8155-855282957d4b,17,comp,compsvi16,on top of,,pencil,bowl,20190622-020629
4a5c10b9-6340-41d2-b737-bec408a2ffb0,17,comp,compsvi16,on,,none,bowl,20190622-020640
1a1f5f8f-1f90-4f23-8332-3fbf4d596a2b,17,comp,compsvi16,in,,pencil,bowl,20190622-020643
8329e9e7-d017-49ab-b8c9-ac56c60adb69,17,comp,compsvi16,inside,,pencil,bowl,20190622-020653
2f3810c3-9323-44bc-90d0-17653d95655d,17,comp,compsvu56,inside,,none,balloon,20190622-020658
3e11b5e6-f7d4-46ae-a61b-b63d7248818f,17,comp,compsvu56,below,,box,balloon,20190622-020603
875d05fa-ebfa-4543-8c09-78abb5939a7f,17,comp,compsvu56,above,,none,balloon,20190622-020609
f3082d09-b302-4c40-865a-202df22253b6,17,comp,compsvu56,under,,box,balloon,20190622-020613
b2855f8c-0487-4d60-9fb8-6617801a4109,17,comp,compsvu56,over,,none,balloon,20190622-020615
592063dc-51c7-4a80-98f8-cb022fb79a74,17,comp,compsvo16a,below,,none,table,20190622-020626
a6fb8626-1427-44ab-bd50-fa4b6111a87e,17,comp,compsvo16a,against,,none,table,20190622-020632
8b414c61-f6c3-4c70-bcbe-2085d5f0dc7d,17,comp,compsvo16a,on,,book,table,20190622-020636
b8568af0-a84a-4421-bc1e-32d620e93ae5,17,comp,compsvo16a,on top of,,book,table,20190622-020640
4b05aa65-8d3f-4892-b776-27e13e5df0ae,17,comp,compsvo16a,inside,,none,table,20190622-020643
454b8846-66db-4c78-b806-1e6298ee853e,17,comp,compsvu25a,above,,none,balloon,20190622-020648
2f8a9854-08e4-4b00-8c6a-665d9fbde83f,17,comp,compsvu25a,on,,none,balloon,20190622-020652
abe324ac-d427-44fa-9e94-d74287aa5ecc,17,comp,compsvu25a,inside,,none,balloon,20190622-020653
14fb3d6f-5f9f-4dc2-b8ae-a91d6cc42934,17,comp,compsvu25a,under,,table,balloon,20190622-020656
4b0d9c1c-9108-4099-9051-6f6ddcfc7b2e,17,comp,compsvu25a,in,,none,balloon,20190622-020658
a58a5de8-ff17-40e9-b49a-280b09429196,17,comp,compsvo24,under,,none,table,20190622-020602
34e20434-2c0e-4fde-851f-f6d276e3b4e5,17,comp,compsvo24,in,,none,table,20190622-020604
eeedc010-5c92-44ee-8c85-878b44059901,17,comp,compsvo24,inside,,none,table,20190622-020606
5d3637e3-864f-45ec-897a-07b8cc14d6b9,17,comp,compsvo24,below,,none,table,20190622-020608
cb3868ab-0c3d-40d9-8d1b-601681a63c77,17,comp,compsvo24,on top of,,pear,table,20190622-020621
f7f3ac2a-2207-4185-b9bf-5fd9b11eb65c,17,comp,compsvi46,above,,pencil,bowl,20190622-020626
71494e8f-d59d-4eea-9e5a-b6022b849ce4,17,comp,compsvi46,in,,pencil,bowl,20190622-020629
7022ea33-a7c1-4da5-b006-4e9b6f201e86,17,comp,compsvi46,on,,pencil,bowl,20190622-020631
0222a5f8-d891-4053-be31-4d8078072715,17,comp,compsvi46,against,,ball,bowl,20190622-020633
7e9642bf-e6d4-4232-b310-1e15551b87a1,17,comp,compsvi46,under,,ball,bowl,20190622-020639
397ab0f2-4524-48ef-81c3-536371147fca,19,sv,compsva12,,on;on top of;above;,box,book,20190622-130645
03123b2c-6db7-4fc8-99c7-8726eca29df8,19,sv,compsva12,,on;on top of;above;,pear,book,20190622-130620
0f5a8ff4-4c84-40cf-af70-41f798ba31e6,19,sv,compsvo14v,,none;,jar,board,20190622-130644
fa3fb598-808f-4d82-aebf-c23e6d863d0a,19,sv,compsvo14v,,on top of;above;,book,board,20190622-130628
fbd8753d-fa60-48ad-8e87-3c72d22b59ab,19,sv,compsvo78,,against;,box,table,20190622-130645
573534e9-0197-4674-8e47-c89052fc5eb9,19,sv,compsvo78,,under;,box (1),table,20190622-130602
0cb8dc5d-35b8-4bbc-b78d-918a02798dcc,19,sv,compsva15,,over;above;,balloon,book,20190622-130621
f93ce896-6e2b-464e-a70f-2a04b2b21943,19,sv,compsva15,,on;on top of;,pear,book,20190622-130638
6a5407cd-2af0-4b18-a6e7-bfb80a64aa2d,19,sv,compsvu17,,under;,box,table,20190622-130601
25680596-5a06-4a76-9dc1-ef8170d788d4,19,sv,compsvu17,,below;,box (1),table,20190622-130613
9005a293-2d0d-4e08-8f8f-edee197c0aaf,19,sv,compsvi24a,,inside;,pear,cup,20190622-130623
f7c5eede-6641-4d45-b50d-1bd3e7114c79,19,sv,compsvi24a,,against;,cube,cup,20190622-130637
71906015-8014-46f1-b84d-7d77ad803d95,19,sv,compsvo29,,none;,box,table,20190622-130600
02d557da-ee10-442d-9c48-5a521a172f53,19,sv,compsvo29,,on;,book,table,20190622-130610
12304167-6721-4a9d-8ce6-f29d77bdbc5c,19,sv,compsvo16a,,on;,book,table,20190622-130628
8740520a-d160-471a-b6cc-d110e5e4ca45,19,sv,compsvo16a,,none;,balloon,table,20190622-130639
2daf3146-6811-4b5a-885b-6f2340a88c81,19,sv,compsvo18,,against;,box,table,20190622-130647
a9101bcd-f922-4e5a-9720-1c6fe268c1c7,19,sv,compsvo18,,on;,book,table,20190622-130603
9a879a55-0e58-4ffe-992e-f90d47a7bb17,19,sv,compsvi34,,on;on top of;,pencil (1),mug,20190622-130617
7dbec76d-0857-4d05-88ac-32e12f704489,19,sv,compsvi34,,against;,pencil,mug,20190622-130628
70d426ca-3d64-40df-907f-cfd84354ea57,19,comp,compsvu15,in,,none,balloon,20190622-130657
fca1f447-e31d-457d-8872-45329ffab171,19,comp,compsvu15,over,,none,balloon,20190622-130617
6dc1ea9f-648d-4478-b0aa-f38f6b984f03,19,comp,compsvu15,below,,book,balloon,20190622-130634
54a1efbd-6a38-4177-8a88-5652614310d9,19,comp,compsvu15,on top of,,book,balloon,20190622-130649
8ea4b163-bcc0-4148-a0f2-c58575b05ca0,19,comp,compsvu15,inside,,table,balloon,20190622-130655
c5ef7de2-c61f-4dfa-9c4c-d07bf73f6fbb,19,comp,compsvo18,against,,box,table,20190622-130612
431a90a5-676b-4410-bedc-a40a681d7bb5,19,comp,compsvo18,over,,none,table,20190622-130632
f350c053-8626-4ae8-a7cf-1d315adb7e48,19,comp,compsvo18,on top of,,none,table,20190622-130635
e2a4bdc0-f16f-4d81-8b8f-deaea99dbec4,19,comp,compsvo18,in,,none,table,20190622-130642
e4b65d54-41eb-4bed-91ac-6371b4eacaeb,19,comp,compsvo18,above,,none,table,20190622-130645
3109de7e-0eac-476e-b61f-f1cb06336fff,19,comp,compsvu56,under,,box,balloon,20190622-130600
8ee103fe-a6be-4c56-8b36-1042fb820aa6,19,comp,compsvu56,above,,none,balloon,20190622-130613
54b5fbc0-554b-412b-a8f2-23b0bc0de4c7,19,comp,compsvu56,inside,,none,balloon,20190622-130617
9844bea7-a282-437a-a7ff-8674ac5ce106,19,comp,compsvu56,on,,none,balloon,20190622-130619
e8966297-e057-45e5-8a6a-337663cd5872,19,comp,compsvu56,in,,none,balloon,20190622-130621
5ab1a083-3a39-4bd6-b8b8-fc60539db108,19,comp,compsvu67,below,,box,balloon,20190622-130634
1128c09a-1a35-40a1-8c83-204f6eab82ee,19,comp,compsvu67,inside,,none,balloon,20190622-130638
c4951ec0-aad0-4ca5-936c-b79ecd846d4f,19,comp,compsvu67,in,,none,balloon,20190622-130640
f7be5be4-d28d-491e-b086-7b2dd111570c,19,comp,compsvu67,over,,none,balloon,20190622-130642
547f3a96-fd93-439c-b534-8159a437fa00,19,comp,compsvu67,on,,none,balloon,20190622-130645
065e32c6-daf3-41a1-a07b-239858224d6b,19,comp,compsvo89,below,,none,table,20190622-130659
aec78d71-57b1-4fbe-9322-caaa73b59f33,19,comp,compsvo89,over,,none,table,20190622-130612
ef0bdfa4-106a-4a64-9a08-b863b90b135a,19,comp,compsvo89,against,,box,table,20190622-130616
22f81da2-4c51-4008-adc1-a353f99e6065,19,comp,compsvo89,above,,none,table,20190622-130619
40249201-ec59-4c72-849a-ce5fb8a9ebed,19,comp,compsvo89,in,,none,table,20190622-130622
39eded8c-f5b0-4e38-9cd9-7800200a4b1f,19,comp,compsvu25a,in,,none,balloon,20190622-130630
a970fc5c-271f-4517-929d-9c626500a8ab,19,comp,compsvu25a,over,,none,balloon,20190622-130643
5ca26dd9-0b10-4328-bbf6-c3f65a86c7c1,19,comp,compsvu25a,on,,none,balloon,20190622-130646
240b3886-edab-492e-ba28-332a06aff6a6,19,comp,compsvu25a,below,,table,balloon,20190622-130652
48bbd10c-7e6b-4207-ac72-9738668d8cd2,19,comp,compsvu25a,above,,none,balloon,20190622-130656
b7a74c71-25e0-492f-a005-4eea43eea25c,19,comp,compsvi34,inside,,none,mug,20190622-130604
b18ff252-fc23-4145-ac9e-4ebef585863d,19,comp,compsvi34,on top of,,pencil (1),mug,20190622-130609
97f5809c-4f27-41bc-a74e-5ae40269dbe4,19,comp,compsvi34,below,,none,mug,20190622-130614
bf7544af-127b-4df5-84a9-154df2a2751f,19,comp,compsvi34,under,,table,mug,20190622-130626
2a6b4e97-0e6e-4a63-a258-c71a07317f3b,19,comp,compsvi34,in,,none,mug,20190622-130630
ee3e6b82-f368-4d78-b975-5947840a44eb,19,comp,compsvo16a,in,,none,table,20190622-130641
577dbccd-988c-4586-a79c-47a719f26a19,19,comp,compsvo16a,on,,book,table,20190622-130644
e91faa07-6092-440b-a548-70c9be4804d4,19,comp,compsvo16a,against,,none,table,20190622-130658
5e93fd00-9b37-401e-8dce-ba3228a7ee98,19,comp,compsvo16a,under,,none,table,20190622-130602
ebdd2d71-3f7d-41db-a7a5-628aae2a1f89,19,comp,compsvo16a,inside,,none,table,20190622-130605
1fe55bb6-6462-4a1c-99e0-a16a6d3e64fb,19,comp,compsvula,under,,table,lamp,20190622-130634
ef3e18d1-050b-4969-8702-c7c4917fce12,19,comp,compsvula,on,,pencil,lamp,20190622-130640
d1b5b636-3b2c-4594-942d-cd33e4d5922f,19,comp,compsvula,above,,none,lamp,20190622-130644
fdf35e6d-c2c6-4fe6-80b2-c789494cae43,19,comp,compsvula,in,,none,lamp,20190622-130647
25834178-3c14-4432-9ccb-1ecc116acd86,19,comp,compsvula,inside,,none,lamp,20190622-130649
6210800f-0191-413b-9b84-8ad2a22f1524,19,comp,compsva24,in,,none,bin,20190622-130613
aa7070e5-6ec2-43f4-aaa0-b20f9479d91d,19,comp,compsva24,under,,none,bin,20190622-130625
7bf2cd45-343a-45a4-8f60-e3167d9fba45,19,comp,compsva24,against,,none,bin,20190622-130628
d70bdc7d-0a59-4a45-ab86-8fae1134d17e,19,comp,compsva24,on,,picture,bin,20190622-130632
c4b0654d-ee94-4e42-8b75-81541c86e394,19,comp,compsva24,below,,none,bin,20190622-130634
6fe39377-53c3-4b02-97b7-9d86a64fdb1b,20,sv,compsva24,,on;on top of;,picture,bin,20190623-190620
f307db94-6d7e-431d-8f87-1b3a96fa1b4e,20,sv,compsva24,,above;,table,bin,20190623-190644
d4be4654-7f4a-4821-8af9-010569b6dea9,20,sv,compsvi14,,in;inside;,ball,bowl,20190623-190654
fa0f49a4-44a9-4a71-a2f5-86fa368aa455,20,sv,compsvi14,,on;on top of;,pencil,bowl,20190623-190600
fa0ce56b-0bec-4c16-ae40-0221d2afe535,20,sv,compsvu15,,under;below;,book,balloon,20190623-190613
85fc70ed-d464-404b-b38e-27da460d9b4a,20,sv,compsvu15,,under;below;,table,balloon,20190623-190621
95c9deb8-027c-466d-ae14-8ffe23bc54ff,20,sv,compsvi12,,none;,pencil,table,20190623-190643
3325191f-a405-4be6-91f8-6d25d43b731d,20,sv,compsvi12,,on;on top of;,cube,table,20190623-190649
da1a78f5-34f0-485d-aabc-ef05bf24bd80,20,sv,compsvi12,,on;on top of;,cup,table,20190623-190654
e1c80007-7b8a-4f22-b6c6-c37f0b43b5cb,20,sv,compsvi12,,in;inside;,pencil,cup,20190623-190600
ade46f3a-d8e6-4abf-b84f-92ea5c605fb4,20,sv,compsvi12,,against;,cube,cup,20190623-190608
590891f7-2a66-4a1c-a039-bc125860000d,20,sv,compsvo24v,,none;,jar,board,20190623-190630
3344e99f-8815-46d8-9a72-a0be63381201,20,sv,compsvo24v,,on;,clock,board,20190623-190638
dd9f93fe-5ac1-4194-9568-659ff172d6a6,20,sv,compsvo12v,,on;on top of;,book,board,20190623-190649
11d9c4f7-1e85-42f3-9723-b32d15f0e4a8,20,sv,compsvo12v,,on;,clock,board,20190623-190654
a0b10332-8441-4ecd-a3d3-963a468f4b0a,20,sv,compsvo79,,none;,box,table,20190623-190603
527a98e2-fc3e-4961-9a23-9108dcb1ab27,20,sv,compsvo79,,under;below;,box (1),table,20190623-190609
c690f9a1-3df6-4d8e-8509-9a11c62bde16,20,sv,compsvi26a,,on;,pencil,lamp,20190623-190619
2b609fc6-3ad4-43a0-8939-7c1e6889c126,20,sv,compsvi26a,,none;,bowl,lamp,20190623-190624
970347e9-5819-4ae3-801b-192dd9beed5d,20,sv,compsvo67,,under;below;,box,table,20190623-190632
d6494390-e684-4e41-9ab9-1ef7d1db765e,20,sv,compsvo67,,over;above;,balloon,table,20190623-190637
54d3a693-c8b7-463c-a624-5b56cd20f784,20,sv,compsvi24a,,in;inside;,pear,cup,20190623-190613
08d9bd98-bd54-4575-8b52-c9955a2e68a0,20,sv,compsvi24a,,against;,cube,cup,20190623-190635
0571aba1-4594-4249-a58c-847bafa423dd,20,comp,compsva13,over,,none,book,20190623-190642
402ed543-d8cd-4ef2-b6ba-932166dba585,20,comp,compsva13,on top of,,pear,book,20190623-190650
e1d784ed-d359-445b-bf86-f7088fc53926,20,comp,compsva13,under,,table,book,20190623-190657
31e9754e-f7df-43a1-b212-eea97fb12d1b,20,comp,compsva13,on,,pear,book,20190623-190601
9a6588c8-b589-4b20-850f-e4f73922ef6b,20,comp,compsva13,inside,,none,book,20190623-190604
27d2d514-0781-4a3a-b0d0-242a6f7981b3,20,comp,compsvo12v,above,,none,board,20190623-190609
2e4a0db0-3fb4-4f54-a44a-f797e9b941fe,20,comp,compsvo12v,under,,table,board,20190623-190616
a4ec7a9d-079c-4dab-9859-72d099d1c698,20,comp,compsvo12v,on,,clock,board,20190623-190621
e5d0f9f3-95e6-4540-8194-122c8004aed0,20,comp,compsvo12v,on top of,,book,board,20190623-190626
d9002389-73c4-4375-ab3d-85e8e1d1b459,20,comp,compsvo12v,against,,none,board,20190623-190628
5d650363-0dee-4f86-8e28-b549aad3faef,20,comp,compsvul,on top of,,none,lamp,20190623-190634
c02c8ca4-dfee-4537-948b-43a3e700e9c2,20,comp,compsvul,under,,table,lamp,20190623-190637
83ed3d57-1fd0-49b0-8c6e-a3f9614a5e11,20,comp,compsvul,inside,,none,lamp,20190623-190639
09b6c0ff-c738-48bb-8472-b6496bf00759,20,comp,compsvul,on,,pencil,lamp,20190623-190641
5497ff7f-e56c-48d2-845b-c9250b3057d9,20,comp,compsvul,in,,none,lamp,20190623-190643
d3bd9d12-2428-4ec5-af83-d392e94d8173,20,comp,compsvo68,under,,none,table,20190623-190647
e9a34741-1a83-49b9-9f51-e2d43181ad9d,20,comp,compsvo68,inside,,none,table,20190623-190648
c1458302-c621-41fa-8964-2495ed3d80e2,20,comp,compsvo68,below,,none,table,20190623-190649
b4ece228-d680-4521-862c-daa2d7d867cc,20,comp,compsvo68,against,,box,table,20190623-190654
b56fa648-ab68-487b-b653-c32bac5b3ab5,20,comp,compsvo68,on,,none,table,20190623-190656
5a8fe393-8e82-4d81-ba15-c079c84cd00b,20,comp,compsvo18,under,,none,table,20190623-190600
848ccc7e-edb7-4b09-8a52-834cb849566d,20,comp,compsvo18,on top of,,book,table,20190623-190603
4bf90947-dfd5-4e8e-b5d5-554e7b5dc3e0,20,comp,compsvo18,above,,none,table,20190623-190604
7e6d59d9-4426-48e9-87be-d7ac009443fb,20,comp,compsvo18,on,,book,table,20190623-190606
57b49069-2bd0-4c58-b527-506039786553,20,comp,compsvo18,inside,,none,table,20190623-190608
04810813-a9f3-4b74-9ea5-b791d1a8921f,20,comp,compsvo27,under,,box,table,20190623-190612
47c7f73d-cf89-4443-b895-0943f378939e,20,comp,compsvo27,below,,box,table,20190623-190613
0fad93c5-0266-4932-aa5d-1ba79e7aadeb,20,comp,compsvo27,against,,none,table,20190623-190615
eefd5fa4-36f6-4d50-8d63-99bd805ece5d,20,comp,compsvo27,on top of,,book,table,20190623-190617
df54ae52-2490-48ec-945b-52243ac057c3,20,comp,compsvo27,on,,book,table,20190623-190620
c152d42a-65bb-4709-8823-f8e7f0449458,20,comp,compsvi45,on top of,,none,mug,20190623-190623
6aa8a765-5cce-43c2-a4d7-bbfdb5099460,20,comp,compsvi45,inside,,none,mug,20190623-190639
c9267d3c-4541-4ce4-a254-9e4a2c1cf768,20,comp,compsvi45,above,,none,mug,20190623-190642
4c5a7cf1-5ddb-4ebd-8b31-fde054406fed,20,comp,compsvi45,against,,pencil,mug,20190623-190647
6aba5182-3a71-4d9b-9371-f476f83033f0,20,comp,compsvi45,in,,none,mug,20190623-190649
34279ba9-aef2-4c13-9217-80d708f29619,20,comp,compsvu25a,below,,table,balloon,20190623-190653
d88f1e0c-75d6-43fd-9428-803c26fc48cb,20,comp,compsvu25a,over,,none,balloon,20190623-190654
aeab4119-40ba-4927-9605-cc3214201aea,20,comp,compsvu25a,on top of,,none,balloon,20190623-190656
8a53f60d-d17e-4e77-a6b1-df6d1c86111b,20,comp,compsvu25a,inside,,none,balloon,20190623-190657
933b609d-ba63-4a5e-a129-b902aa31647f,20,comp,compsvu25a,above,,none,balloon,20190623-190658
d15ab997-1d9f-4426-8c2a-8f9099b46d7b,20,comp,compsva14,above,,book,box,20190623-190602
a00ccb58-d323-4259-90bf-52f12e177594,20,comp,compsva14,against,,none,box,20190623-190607
195dcd57-6b02-4fda-adb8-c5efa9816478,20,comp,compsva14,under,,none,box,20190623-190609
b81f57e0-7ed6-410f-80bc-78f2fdfb0200,20,comp,compsva14,below,,none,box,20190623-190610
c5f700f2-0337-4473-9e37-9528481513ab,20,comp,compsva14,over,,table,box,20190623-190613
5e6ea903-5500-4de8-888a-5f779b1582bf,20,comp,compsvo16,below,,none,table,20190623-190621
3e315b49-4c41-4d79-b35f-0a70d5046a9f,20,comp,compsvo16,on top of,,book,table,20190623-190623
1ace8ed5-db86-472b-b080-0143d559f8b5,20,comp,compsvo16,against,,none,table,20190623-190625
590d4b25-db8a-4618-9b86-3a3d2202b4a3,20,comp,compsvo16,on,,book,table,20190623-190627
f65a8e68-7209-4029-9a39-aac6b58367ec,20,comp,compsvo16,in,,none,table,20190623-190632
35770718-a60c-4106-aab1-6a3a13ab4daf,21,sv,compsvi13,,in;inside;,pencil (1),mug,20190624-080608
c1f77861-015c-480f-b834-c3c159d158e9,21,sv,compsvi13,,against;on;,pencil,mug,20190624-080655
b1c50fa8-4918-40d6-92a0-11c78823a25a,21,sv,compsva15,,on top of;,balloon,book,20190624-080642
91b98d9d-e406-4cb9-b64c-6326e9a8c7a9,21,sv,compsva15,,on;over;on top of;above;,pear,book,20190624-080617
2575436d-bc3d-4699-a58e-70e49b9cbeef,21,sv,compsvula,,against;on;on top of;,pencil,lamp,20190624-080642
990b9ecb-b2cb-4149-869c-66502570d98c,21,sv,compsvula,,below;,bowl,lamp,20190624-090606
e16665e9-8b9a-4381-96ee-5983798bc4d2,21,sv,compsvo16,,on;on top of;,book,table,20190624-090623
4dd0ca5b-4d33-4526-81ae-71941908e9e3,21,sv,compsvo16,,above;,balloon,table,20190624-090653
2d470c3b-7389-4675-8c14-9e07ecb4d76d,21,sv,compsvi26a,,against;,pencil,lamp,20190624-090621
4aae922d-f1cc-428e-a94f-ec8deb2f79cf,21,sv,compsvi26a,,none;,bowl,lamp,20190624-090644
815f6141-8845-46e1-a5af-9daf6d34cd51,21,sv,compsvo89,,against;below;,box,table,20190624-090611
9bae1007-06f2-4da3-97d3-8ff39cc4bcc5,21,sv,compsvo89,,below;,box (1),table,20190624-090628
2d84c081-a576-4233-ae4a-99f1bebcee54,21,sv,compsvi45,,against;below;,pencil,mug,20190624-090651
7b6c126a-dd03-4543-a1f5-5faa2a920b17,21,sv,compsvi45,,against;,cup,mug,20190624-090613
3a50ead6-d886-4ade-ad88-f2e581a6ea01,21,sv,compsvo14a,,on;on top of;,box,table,20190624-090630
fc8b0532-7e76-49d2-8c71-5876630f3af7,21,sv,compsvo14a,,above;,book,table,20190624-090649
61dde916-6307-4f3e-b6c2-232e3b7c78b4,21,sv,compsva13,,against;on;over;on top of;above;,pear,book,20190624-090610
54c730ab-60bf-4d06-9eb6-040f8e11389f,21,sv,compsva13,,none;,balloon,book,20190624-090645
b2b30d30-189a-4498-b0c8-71d16977a243,21,sv,compsvi14,,in;,ball,bowl,20190624-090601
6abbf187-5d5c-46f6-8fbb-879657d641a6,21,sv,compsvi14,,on;over;on top of;,pencil,bowl,20190624-090627
f57b4f82-92de-4b16-a4bd-347e5ec4abd3,21,comp,compsvo14a,on top of,,box,table,20190624-090619
2b7dfeb0-42e6-49de-aa19-04e07ee6cb2e,21,comp,compsvo14a,below,,none,table,20190624-090625
4b4360fd-ca9c-486e-a1ac-70ed0f8d0bdc,21,comp,compsvo14a,on,,none,table,20190624-090629
2b6415db-cc80-43fa-bf22-5a1ed168e2a5,21,comp,compsvo14a,over,,book,table,20190624-090646
62eb5745-7149-4b39-b7da-bb58c1608b2f,21,comp,compsvo14a,in,,none,table,20190624-090651
828c5927-be3d-4cbe-a246-f938871250bf,21,comp,compsvo28,under,,box,table,20190624-090600
b601f9eb-216e-4537-aade-8337a3624da2,21,comp,compsvo28,above,,book,table,20190624-090605
1566fee4-ef13-4d7c-b256-b675765cb077,21,comp,compsvo28,against,,box,table,20190624-090612
cc2e0b79-49a8-48d1-b330-709c87547abd,21,comp,compsvo28,inside,,none,table,20190624-090616
80037943-c8ae-4bda-a6e8-f4d265934211,21,comp,compsvo28,below,,box,table,20190624-090621
69a381c0-f93a-41b9-8c5b-863e477208e3,21,comp,compsvi26,below,,cube,cup,20190624-090632
a31c3fd4-6ad1-47dc-af32-b00af6110a4e,21,comp,compsvi26,above,,none,cup,20190624-090636
0d7805c2-aee7-4231-baab-fc9ee4cc4bce,21,comp,compsvi26,inside,,none,cup,20190624-090639
b2d9e469-1129-497d-9d1e-aeafd7f4322f,21,comp,compsvi26,against,,cube,cup,20190624-090644
396633cf-7075-4fc3-bbe6-5842b3713760,21,comp,compsvi26,over,,none,cup,20190624-090647
381eb57a-fae8-49d4-bdab-a503476f5900,21,comp,compsvi26a,below,,bowl,lamp,20190624-090655
b85273ac-61f9-49bb-94fe-16a30ab95c45,21,comp,compsvi26a,on top of,,none,lamp,20190624-090601
4d0e28b9-abd1-46ac-977c-d9e606a289cb,21,comp,compsvi26a,above,,none,lamp,20190624-090607
c9f4cad5-da4f-4b20-b659-f7679a952c26,21,comp,compsvi26a,over,,none,lamp,20190624-090613
34be36c3-02b9-4b57-9447-32b899b77f57,21,comp,compsvi26a,against,,pencil,lamp,20190624-090620
80eff03f-8e5b-4763-899c-612682b08632,21,comp,compsvu25,on top of,,book (1),book,20190624-090635
9087c936-4508-4669-982d-8a98e7e81832,21,comp,compsvu25,above,,none,book,20190624-090643
72e91abe-dc99-49b7-9c47-d93e81650c56,21,comp,compsvu25,below,,table,book,20190624-090650
cd1b6a5e-3b58-4453-854f-db783d98ea68,21,comp,compsvu25,over,,book (1),book,20190624-090602
43a9a15b-e583-4b03-b63a-6523faec3a7f,21,comp,compsvu25,against,,none,book,20190624-090605
5cc07580-ab86-4eed-bb35-a576488509fd,21,comp,compsvu67a,inside,,none,balloon,20190624-090613
99332a74-0a28-4f3a-b19c-77bde29d83d2,21,comp,compsvu67a,on,,none,balloon,20190624-090617
bcde6c9e-13f0-453c-9791-5f49c9e6e263,21,comp,compsvu67a,below,,table,balloon,20190624-090622
cd2455f3-31b7-4818-bf3b-24be87e351f7,21,comp,compsvu67a,under,,table,balloon,20190624-090629
717dad18-9305-4caf-a8ea-886fb8ef8f17,21,comp,compsvu67a,against,,none,balloon,20190624-090633
4b91b005-f2c3-4e7e-91fb-c43ca993bbb1,21,comp,compsvo16a,on top of,,book,table,20190624-090639
f7da692b-1397-43eb-b3d5-6119bca58a92,21,comp,compsvo16a,above,,balloon,table,20190624-090645
a0f1c7dd-49e6-4542-9616-317dd9f12b6e,21,comp,compsvo16a,against,,balloon,table,20190624-090653
82b8d840-7af2-4663-a803-5393eb28cf9d,21,comp,compsvo16a,below,,none,table,20190624-090656
44233501-fff5-40fb-b9a8-ad41ac2d41c5,21,comp,compsvo16a,over,,balloon,table,20190624-090600
25da074e-ae3f-4a8d-9632-62404c3d84a6,21,comp,compsvu34,below,,picture,book (1),20190624-090608
1415c244-97eb-43b5-bae3-a1e20d868f63,21,comp,compsvu34,over,,none,book (1),20190624-090615
6b7db219-83d4-4f1b-9cc2-e44d5dc70e95,21,comp,compsvu34,in,,none,book (1),20190624-090618
bcd7a60c-e61a-4f0d-b795-19b42d433001,21,comp,compsvu34,on,,none,book (1),20190624-090620
9971076c-84c3-44bf-bea8-e9a00334a2b3,21,comp,compsvu34,above,,none,book (1),20190624-090622
85efbcbb-14a8-430a-8ab0-b63fa3cf7e8f,21,comp,compsva12,against,,pear,book,20190624-090631
dc49d892-2741-4e33-8a99-b64d4fed7fde,21,comp,compsva12,inside,,none,book,20190624-090637
d76d70a4-c90a-4201-bc04-305bb17a4a26,21,comp,compsva12,on,,pear,book,20190624-090650
498af2c1-6cd8-49ea-a7d3-663459b820e4,21,comp,compsva12,below,,table,book,20190624-090655
d366b3be-6315-4b91-a389-ef307cd530fb,21,comp,compsva12,under,,table,book,20190624-090601
d0c60577-3dec-4693-914c-025c49117a04,21,comp,compsvu25a,on,,none,balloon,20190624-090608
70188bb7-9ad2-44c8-8693-cd07d7c81390,21,comp,compsvu25a,on top of,,none,balloon,20190624-090610
f3083dd0-3b25-4075-b376-91bd13f13794,21,comp,compsvu25a,in,,none,balloon,20190624-090611
